,queries,labels
7012,Irrigation systems,Irrigation Systems
7013,Irrigation system,Irrigation Systems
7014,Irrigation timers/controllers,Irrigation Timers/Controllers
7015,Irrigation minuations / controllers,Irrigation Timers/Controllers
7016,Césped/Garden Irrigation Team Other,Lawn/Garden Watering Equipment Other
7017,Lawn / garden watering equipment,Lawn/Garden Watering Equipment Other
7018,Spare parts for grass/garden equipment,Lawn/Garden Watering Equipment Replacement Parts
7019,Watering equipment / garden of replacement parts,Lawn/Garden Watering Equipment Replacement Parts
7020,Varieties of varieties of grass/garden irrigation equipment,Lawn/Garden Watering Equipment Variety Packs
7021,Pelouse / garden of varieties' watering equipment,Lawn/Garden Watering Equipment Variety Packs
7022,Sprinkle/sprayers/mens (sustained hand),Sprinklers/Sprayers/Misters (Hand Held)
7023,Sprinklers / sprayers / Mourtilants (hand holding),Sprinklers/Sprayers/Misters (Hand Held)
7024,Sprinkle/sprayers/mens (hose end),Sprinklers/Sprayers/Misters (Hose End)
7025,Sprinklers / sprayers / Mourtillants (end of the pipe),Sprinklers/Sprayers/Misters (Hose End)
7026,Sprinkle/sprayers/misters (fed),Sprinklers/Sprayers/Misters (Powered)
7027,Sprinklers / sprayers / Mister (Powered),Sprinklers/Sprayers/Misters (Powered)
7028,Irrigation cans,Watering Cans
7029,Watering cans,Watering Cans
7030,Anemometers - not enhanced,Anemometers - Non Powered
7031,Anemometers - not fed,Anemometers - Non Powered
7032,Anemometers - Food,Anemometers - Powered
7033,Barographies - not enhanced,Barographs - Non Powered
7034,Barographies - not fed,Barographs - Non Powered
7035,Barometers - not enhanced,Barometers - Non Powered
7036,Barometers - not fed,Barometers - Non Powered
7037,Combined Measurement Team/Climate Monitoring: Not fed,Combination Weather Measuring/Monitoring Equipment - Non Powered
7038,Combination of measurement / meteorological monitoring equipment - not fed,Combination Weather Measuring/Monitoring Equipment - Non Powered
7039,Combined measurement/climate monitoring equipment - fed,Combination Weather Measuring/Monitoring Equipment - Powered
7040,Combination of measurement / meteorological monitoring equipment - supplied,Combination Weather Measuring/Monitoring Equipment - Powered
7041,Evaporimeters/Atmometers - Fed,Evaporimeters/Atmometers - Powered
7042,Evaporimeters / Atmosphere - Powered,Evaporimeters/Atmometers - Powered
7043,Hygrometers: not enhanced,Hygrometers - Non-Powered
7044,Hygrometers - not fed,Hygrometers - Non-Powered
7045,Hygrometers - Enhanced,Hygrometers - Powered
7046,Hygrometers - Food,Hygrometers - Powered
7047,MONITORING/CLIMATE OBSERVATION OF THE ANOTHER GARDEN,Lawn/Garden Weather Monitoring/Observation Other
7048,Surveillance / observation of bad weather of lawn / garden,Lawn/Garden Weather Monitoring/Observation Other
7049,Replacement pieces/accessories/meteorological monitoring of the lawn/garden,Lawn/Garden Weather Monitoring/Observation Replacement Parts/Accessories
7050,The lawn / garden surveillance of bad weather / observation parts / replacement accessories,Lawn/Garden Weather Monitoring/Observation Replacement Parts/Accessories
7051,PACKAGES OF MONITORING VARIEYS/CONSPED/GARDEN OBSERVATION,Lawn/Garden Weather Monitoring/Observation Variety Packs
7052,Peelouse / Garden Météo Observation / Metry Observation Packs,Lawn/Garden Weather Monitoring/Observation Variety Packs
7053,Light meters - fed,Light Meters - Powered
7054,Light puts - fueled,Light Meters - Powered
7055,Psychometers - Powered,Psychrometers - Powered
7056,Psychomers - Food,Psychrometers - Powered
7057,PIANOMETERS/SOLARIMETERS: fed,Pyranometers/Solarimeters - Powered
7058,Pyranometers / Solarimeters - Food,Pyranometers/Solarimeters - Powered
7059,Rain Force: not enhanced,Rain Gauges - Non Powered
7060,Rain bread - not fed,Rain Gauges - Non Powered
7061,Rain Force - Powered,Rain Gauges - Powered
7062,Rain bread - Powered,Rain Gauges - Powered
7063,Sunshine recording equipment - enhanced,Sunshine Recording Equipment - Powered
7064,Sun recording equipment - fed,Sunshine Recording Equipment - Powered
7065,Thermometers - Garden - Not enhanced,Thermometers - Garden - Non Powered
7066,Thermometers - Garden - Not powered,Thermometers - Garden - Non Powered
7067,Thermometers - Garden - Enhanced,Thermometers - Garden - Powered
7068,Wind socks/weather palettes,Wind Socks/Weather Vanes
7069,Wind / long weather socks,Wind Socks/Weather Vanes
7070,Anélidos (worms),Annelids (Worms)
7071,Annélides (verse),Annelids (Worms)
7072,Arachnids (spiders/scorpions),Arachnids (Spiders/Scorpions)
7073,Arachnids (spiders / scorpions),Arachnids (Spiders/Scorpions)
7074,Coral/sea anemone,Coral/Sea Anemone
7075,Anemone Coral / Sea,Coral/Sea Anemone
7076,Shellfish,Crustaceans
7077,Other invertebrates,Invertebrates Other
7078,Invertebrate,Invertebrates Other
7079,jellyfish,Jelly Fish
7080,Astonished,Jelly Fish
7081,Sea stars/sea urchins,Sea Stars/Sea Urchins
7082,Star of the sea / sea urchins,Sea Stars/Sea Urchins
7083,Bovine (cattle),Bovine (Cattle)
7084,Bovine (cattle),Bovine (Cattle)
7085,Canine (dogs),Canine (Dogs)
7086,Canine (dogs),Canine (Dogs)
7087,Caprine (goats),Caprine (Goats)
7088,Caprine (goats),Caprine (Goats)
7089,Cetaceans (whales/dolphins/marsopas),Cetaceans (Whales/Dolphins/Porpoises)
7090,Cetaceans (whales / dolphins / porpoises),Cetaceans (Whales/Dolphins/Porpoises)
7091,Equine (horses/donkeys),Equine (Horses/Donkeys)
7092,Equin (horses / donkeys),Equine (Horses/Donkeys)
7093,Feline (cats),Feline (Cats)
7094,Félin (cats),Feline (Cats)
7095,Fish,Fishes
7096,Lagomorphs (hares/rabbits),Lagomorphs (Hares/Rabbits)
7097,Lagomorphs (hares / rabbits),Lagomorphs (Hares/Rabbits)
7098,Marsupial,Marsupials
7099,Sheep (sheep),Ovine (Sheep)
7100,Ovine (sheep),Ovine (Sheep)
7101,Rodent,Rodents
7102,Pigs (pigs),Swine (Pigs)
7103,Pigs (pigs),Swine (Pigs)
7104,Other vertebrates,Vertebrates Other
7105,Other vertebrates,Vertebrates Other
7106,Lubricating varieties,Lubricants Variety Packs
7107,Lubricant variety packs,Lubricants Variety Packs
7108,Lubricating varieties/protective compounds,Lubricants/Protective Compounds Variety Packs
7109,Lubricant variety packs / protective compounds,Lubricants/Protective Compounds Variety Packs
7110,Lubricating fats,Lubricating Greases
7111,Lubricating fat,Lubricating Greases
7112,Lubricating oils/fluids,Lubricating Oils/Fluids
7113,Lubricant oils / liquids,Lubricating Oils/Fluids
7114,Packages of varieties of lubricating products,Lubricating Products Variety Packs
7115,Lubrication products variety packs,Lubricating Products Variety Packs
7116,Lubricant waxes,Lubricating Waxes
7117,Lubricate the waxes,Lubricating Waxes
7118,Anticorrosive,Anti-corrosives
7119,Antifreeze/refrigerants,Antifreeze/Coolants
7120,Antigel / cooling liquid,Antifreeze/Coolants
7121,Dispersion products,Anti-spatter Products
7122,Anti-buckets,Anti-spatter Products
7123,Packages of varieties of protective compounds,Protective Compounds Variety Packs
7124,Protective compound variety packs,Protective Compounds Variety Packs
7125,Drain,Drain Pans
7126,Empty,Drain Pans
7127,Containers/lubricant dispensers (empty),Lubricant Containers/Dispensers (Empty)
7128,Lubricant containers / distributors (empty),Lubricant Containers/Dispensers (Empty)
7129,Protective lubricants/compounds storage varieties,Lubricants/Protective Compounds Storage Variety Packs
7130,Lubricants / Protective compounds of storage varieties,Lubricants/Protective Compounds Storage Variety Packs
7131,Oil/fluid pumps lubricants (not fed),Lubricating Oil/Fluid Pumps (Non Powered)
7132,Lubricating oil / fluid pumps (not fed),Lubricating Oil/Fluid Pumps (Non Powered)
7133,Oil/fluid pumps lubricants (fed),Lubricating Oil/Fluid Pumps (Powered)
7134,Lubricating oil / fluid pumps (powered),Lubricating Oil/Fluid Pumps (Powered)
7135,Banking notes/checks,Bank Notes/Cheques
7136,Bank notes / checks,Bank Notes/Cheques
7137,Invoices,Bills
7138,Digital currency,Digital Currency
7139,Digital currency,Digital Currency
7140,Prepaid cards/gift cards/coupons,PrePaid Cards/Gift Cards/Vouchers
7141,Prepaid cards / gift cards / good,PrePaid Cards/Gift Cards/Vouchers
7142,Brasswind musical instrument accessories (not enhanced),Brasswind Musical Instrument Accessories (Non Powered)
7143,Music instrument accessories in milks (not fed),Brasswind Musical Instrument Accessories (Non Powered)
7144,Keyboard/piano accessories (fed),Keyboard/Piano Accessories (Powered)
7145,Keyboard / piano accessories (powered),Keyboard/Piano Accessories (Powered)
7146,Metronomic/tuning (not enhanced),Metronomes/Tuners (Non Powered)
7147,Metronommes / Tuners (not fed),Metronomes/Tuners (Non Powered)
7148,Metronomic/tuning (fed),Metronomes/Tuners (Powered)
7149,Metronommes / Tuners (supplied),Metronomes/Tuners (Powered)
7150,Musical instruments accessories others,Musical Instrument Accessories Other
7151,Music instrument accessories,Musical Instrument Accessories Other
7152,Musical instrument accessories Variety packages,Musical Instrument Accessories Variety Packs
7153,Music instrument accessories variety packs,Musical Instrument Accessories Variety Packs
7154,Musical instrument drawers/bags/covers,Musical Instrument Cases/Bags/Covers
7155,Case of musical instruments / bags / blankets,Musical Instrument Cases/Bags/Covers
7156,Musical instrument cleaning products,Musical Instrument Cleaning Products
7157,Music instrument cleaning products,Musical Instrument Cleaning Products
7158,Musical instrument holders/stands/Lyres,Musical Instrument Holders/Stands/Lyres
7159,Holders / Music instruments / Lyres,Musical Instrument Holders/Stands/Lyres
7160,Percussion musical instruments accessories (not enhanced),Percussion Musical Instrument Accessories (Non Powered)
7161,Percussion music instrument accessories (not fed),Percussion Musical Instrument Accessories (Non Powered)
7162,Rope musical instruments accessories (not enhanced),String Musical Instrument Accessories (Non Powered)
7163,Corded music instruments accessories (not supplied),String Musical Instrument Accessories (Non Powered)
7164,Woodwind musical instrument accessories (not enhanced),Woodwind Musical Instrument Accessories (Non Powered)
7165,Wood musical instrument accessories (not fed),Woodwind Musical Instrument Accessories (Non Powered)
7166,Brasswind musical instruments (not enhanced),Brasswind Musical Instruments (Non Powered)
7167,Music instruments in milks (not fed),Brasswind Musical Instruments (Non Powered)
7168,Keyboards/pianos (not enhanced),Keyboards/Pianos (Non Powered)
7169,Keyboards / pianos (not supplied),Keyboards/Pianos (Non Powered)
7170,Others musical instruments (not enhanced),Musical Instruments Other (Non Powered)
7171,Other musical instruments (not fed),Musical Instruments Other (Non Powered)
7172,Musical percussion instruments (not enhanced),Percussion Musical Instruments (Non Powered)
7173,Percussion music instruments (not fed),Percussion Musical Instruments (Non Powered)
7174,Rope musical instruments (not enhanced),String Musical Instruments (Non Powered)
7175,Roping musical instruments (not fed),String Musical Instruments (Non Powered)
7176,Woodwind musical instruments (not enhanced),Woodwind Musical Instruments (Non Powered)
7177,Wooden music instruments (not fed),Woodwind Musical Instruments (Non Powered)
7178,Brasswind musical instruments (fed),Brasswind Musical Instruments (Powered)
7179,Music instruments in milks (powered),Brasswind Musical Instruments (Powered)
7180,Keyboards/pianos (fed),Keyboards/Pianos (Powered)
7181,Keyboards / pianos (powered),Keyboards/Pianos (Powered)
7182,Musical instrument aid (fed),Musical Instrument Aids (Powered)
7183,Music instrument aid (powered),Musical Instrument Aids (Powered)
7184,Others musical instruments (fed),Musical Instruments Other (Powered)
7185,Other musical instruments (powered),Musical Instruments Other (Powered)
7186,Percussion musical instruments (fed),Percussion Musical Instruments (Powered)
7187,Percussion music instruments (powered),Percussion Musical Instruments (Powered)
7188,Rope musical instruments (fed),String Musical Instruments (Powered)
7189,Roping musical instruments (fed),String Musical Instruments (Powered)
7190,Woodwind musical instruments (fed),Woodwind Musical Instruments (Powered)
7191,Wooden music instruments (powered),Woodwind Musical Instruments (Powered)
7192,Musical instruments/accessories variety packages,Musical Instruments/Accessories Variety Packs
7193,Packs of variety of musical instruments / accessories,Musical Instruments/Accessories Variety Packs
7194,Tobilleros,Anklets
7195,Bracelet,Anklets
7196,Wives,Bracelets
7197,Broches,Brooches
7198,Pins,Brooches
7199,Twins,Cuff-links
7200,Cuff,Cuff-links
7201,Earrings/jewels that pierce the body,Earrings/Body-piercing Jewellery
7202,Earrings / jewelry piercing the body,Earrings/Body-piercing Jewellery
7203,Jewelry/bags,Jewellery Boxes/Pouches
7204,Jewelry boxes / pockets,Jewellery Boxes/Pouches
7205,Other jewelry,Jewellery Other
7206,Other jewelry,Jewellery Other
7207,Jewelry parts,Jewellery Replacement Parts
7208,Jewelry replacement parts,Jewellery Replacement Parts
7209,Jewelry varieties,Jewellery Variety Packs
7210,Jewelry variety packs,Jewellery Variety Packs
7211,Necklaces/mattresses,Necklaces/Necklets
7212,Necklaces / necklaces,Necklaces/Necklets
7213,PERSONAL ACCESSORY VARIETIES PACKAGES,Personal Accessories Variety Packs
7214,Personal accessories variety packs,Personal Accessories Variety Packs
7215,Body bags/waist bags,Body Bags/Waist Bags
7216,Body bags / waist bags,Body Bags/Waist Bags
7217,Builds,Briefcases
7218,Basic box,Briefcases
7219,Bags/shoulder bags,Handbags/Shoulder Bags
7220,Handbags / shoulder bags,Handbags/Shoulder Bags
7221,Keychains,Key Rings
7222,Keychain,Key Rings
7223,Personal bags/accessories umbrella,Luggage/Personal Bags/Umbrellas Accessories
7224,Luggage / Personal bags / Accessories,Luggage/Personal Bags/Umbrellas Accessories
7225,Luggage/Suitcase/Transporters of garments,Luggage/Suitcases/Garment Carriers
7226,Luggage / suitcases / clothes,Luggage/Suitcases/Garment Carriers
7227,Personal bags/luggage/umbrella others,Personal Bags/Luggage/Umbrellas Other
7228,Personal bags / Luggage / Uplines Other,Personal Bags/Luggage/Umbrellas Other
7229,Personal bags/luggage/variety packages for umbrella,Personal Bags/Luggage/Umbrellas Variety Packs
7230,Personal bags / Luggage / Umbrellas Variety Packs,Personal Bags/Luggage/Umbrellas Variety Packs
7231,Personal transport bags (disposable),Personal Carrier Bags (Disposable)
7232,Personal transport bags (disposable),Personal Carrier Bags (Disposable)
7233,Personal Fan - Hand (Hand fan),Personal Fan - Hand (Hand Fan)
7234,Personal fan - hand fan),Personal Fan - Hand (Hand Fan)
7235,Personal Fan - Drive,Personal Fan - Impeller
7236,Personal fan - wheel,Personal Fan - Impeller
7237,Food boxes/portable containers (not fed),Portable Food Boxes/Bags/Containers (Non Powered)
7238,Portable food / bags / containers (not supplied),Portable Food Boxes/Bags/Containers (Non Powered)
7239,Backpacks/backpacks/holdalls,Rucksacks/Backpacks/Holdalls
7240,Backpacks / Backpacks / Holdalls,Rucksacks/Backpacks/Holdalls
7241,Shopping cart bags,Shopping Trolley Bags
7242,Shop bags,Shopping Trolley Bags
7243,Perster bags/toilet boxes,Toiletry Bags/Vanity Cases
7244,Toilet bags / vanity case,Toiletry Bags/Vanity Cases
7245,Umbrella - Personnel,Umbrellas - Personal
7246,Wallets/Wallets/Travel Documents holders,Wallets/Purses/Travel Document Holders
7247,Wallets / handbags / travel document,Wallets/Purses/Travel Document Holders
7248,Look accessories/spare parts,Watch Accessories/Replacement Parts
7249,Look at the accessories / replacement parts,Watch Accessories/Replacement Parts
7250,Look at others,Watches Other
7251,Look at others,Watches Other
7252,AUGS/AQUARIUS ACCESSORIES,Aquarium Aids/Accessories
7253,AIDS / Aquarium accessories,Aquarium Aids/Accessories
7254,Aquarius/Vivario,Aquarium/Vivarium
7255,Aquarium / Vivarium,Aquarium/Vivarium
7256,OTHER PET ACCESSORIES,Pet Accessories Other
7257,Animal accessories other,Pet Accessories Other
7258,Variety Packages Pet Accessories,Pet Accessory Variety Packs
7259,Packs of pet accessories,Pet Accessory Variety Packs
7260,Outfit,Pet Attire
7261,Company outfit,Pet Attire
7262,Pet baskets/banks/cushions,Pet Baskets/Benches/Cushions
7263,Baskets / Banks / Cushions for pets,Pet Baskets/Benches/Cushions
7264,Linens,Pet Bedding
7265,Clearly animal litter,Pet Bedding
7266,Pet food/drink dispenser,Pet Food/Drink Dispenser
7267,Pet food dispenser,Pet Food/Drink Dispenser
7268,Pet accommodation,Pet Housing
7269,Pet accommodation,Pet Housing
7270,Pead Leads/Necklaces/Arenses (not enhanced),Pet Leads/Collars/Harnesses (Non Powered)
7271,Parts / necklaces / harness (not fed),Pet Leads/Collars/Harnesses (Non Powered)
7272,Pet toys (not enhanced),Pet Toys (Non Powered)
7273,Pet toys (not fed),Pet Toys (Non Powered)
